
 Daxpy product:
   Blaze [MFlop/s]:
     100         5473.41
     1000        6275.22
     10000       4391.19
     100000      2664.15
     1000000     3881.84
     10000000    1890.84
   N=100, steps=58344570
     Blaze       = 1        (2.13193)
   N=1000, steps=6295127
     Blaze       = 1        (2.00635)
   N=10000, steps=430718
     Blaze       = 1        (1.96174)
   N=100000, steps=26457
     Blaze       = 1        (1.98615)
   N=1000000, steps=3857
     Blaze       = 1        (1.9872)
   N=10000000, steps=186
     Blaze       = 1        (1.96738)
