
 Daxpy product:
   Blaze [MFlop/s]:
     100         6111.67
     1000        6263.72
     10000       4147.31
     100000      2570.05
     1000000     3919.93
     10000000    1794.03
   N=100, steps=59739630
     Blaze       = 1        (1.95493)
   N=1000, steps=6308043
     Blaze       = 1        (2.01415)
   N=10000, steps=436101
     Blaze       = 1        (2.10306)
   N=100000, steps=25833
     Blaze       = 1        (2.01031)
   N=1000000, steps=3933
     Blaze       = 1        (2.00667)
   N=10000000, steps=186
     Blaze       = 1        (2.07355)
