
 Daxpy product:
   Blaze [MFlop/s]:
     100         5956.16
     1000        6296.88
     10000       4270.08
     100000      2552.8
     1000000     3867.6
     10000000    1867.49
   N=100, steps=59537351
     Blaze       = 1        (1.99918)
   N=1000, steps=6309214
     Blaze       = 1        (2.00392)
   N=10000, steps=440668
     Blaze       = 1        (2.06398)
   N=100000, steps=25308
     Blaze       = 1        (1.98276)
   N=1000000, steps=3779
     Blaze       = 1        (1.95419)
   N=10000000, steps=185
     Blaze       = 1        (1.98127)
