
 Daxpy product:
   Blaze [MFlop/s]:
     100         5780.27
     1000        6308.02
     10000       4377.78
     100000      2442.46
     1000000     3858.6
     10000000    1924.69
   N=100, steps=58763092
     Blaze       = 1        (2.03323)
   N=1000, steps=6287917
     Blaze       = 1        (1.99363)
   N=10000, steps=411730
     Blaze       = 1        (1.881)
   N=100000, steps=24172
     Blaze       = 1        (1.97931)
   N=1000000, steps=3824
     Blaze       = 1        (1.98207)
   N=10000000, steps=186
     Blaze       = 1        (1.93277)
