
 Daxpy product:
   Blaze [MFlop/s]:
     100         6074.51
     1000        6316.77
     10000       4395.09
     100000      2670.57
     1000000     3890.07
     10000000    1835.82
   N=100, steps=59507143
     Blaze       = 1        (1.95924)
   N=1000, steps=6290328
     Blaze       = 1        (1.99163)
   N=10000, steps=417972
     Blaze       = 1        (1.90199)
   N=100000, steps=26440
     Blaze       = 1        (1.9801)
   N=1000000, steps=3921
     Blaze       = 1        (2.0159)
   N=10000000, steps=171
     Blaze       = 1        (1.86293)
