
 Daxpy product:
   Blaze [MFlop/s]:
     100         6009
     1000        6274.06
     10000       3934.64
     100000      2691.9
     1000000     3943.24
     10000000    1807.13
   N=100, steps=56271451
     Blaze       = 1        (1.87291)
   N=1000, steps=6306369
     Blaze       = 1        (2.0103)
   N=10000, steps=411713
     Blaze       = 1        (2.09276)
   N=100000, steps=26985
     Blaze       = 1        (2.0049)
   N=1000000, steps=3910
     Blaze       = 1        (1.98314)
   N=10000000, steps=180
     Blaze       = 1        (1.99211)
