
 Daxpy product:
   Blaze [MFlop/s]:
     100         5890.97
     1000        6318.73
     10000       4397.56
     100000      2610.18
     1000000     3923.23
     10000000    1855.75
   N=100, steps=59301036
     Blaze       = 1        (2.01329)
   N=1000, steps=6313168
     Blaze       = 1        (1.99824)
   N=10000, steps=421279
     Blaze       = 1        (1.91597)
   N=100000, steps=25850
     Blaze       = 1        (1.98071)
   N=1000000, steps=3854
     Blaze       = 1        (1.96471)
   N=10000000, steps=184
     Blaze       = 1        (1.98303)
