
 Daxpy product:
   Blaze [MFlop/s]:
     100         6090.7
     1000        6305.19
     10000       4030.6
     100000      2651.87
     1000000     3949.74
     10000000    1803.22
   N=100, steps=59746021
     Blaze       = 1        (1.96188)
   N=1000, steps=6333450
     Blaze       = 1        (2.00897)
   N=10000, steps=434551
     Blaze       = 1        (2.15626)
   N=100000, steps=26645
     Blaze       = 1        (2.00953)
   N=1000000, steps=3990
     Blaze       = 1        (2.02039)
   N=10000000, steps=187
     Blaze       = 1        (2.07407)
