
 Daxpy product:
   Blaze [MFlop/s]:
     100         5906.62
     1000        6282.51
     10000       4078.36
     100000      2769.25
     1000000     3951.55
     10000000    1754.14
   N=100, steps=58471248
     Blaze       = 1        (1.97985)
   N=1000, steps=6286655
     Blaze       = 1        (2.00132)
   N=10000, steps=416159
     Blaze       = 1        (2.04082)
   N=100000, steps=27480
     Blaze       = 1        (1.98465)
   N=1000000, steps=3927
     Blaze       = 1        (1.98757)
   N=10000000, steps=182
     Blaze       = 1        (2.07509)
