
 Daxpy product:
   Blaze [MFlop/s]:
     100         5954.66
     1000        6261.41
     10000       4131.3
     100000      2699.23
     1000000     3910
     10000000    1765.93
   N=100, steps=55912331
     Blaze       = 1        (1.87794)
   N=1000, steps=6257762
     Blaze       = 1        (1.99884)
   N=10000, steps=415517
     Blaze       = 1        (2.01156)
   N=100000, steps=26581
     Blaze       = 1        (1.96953)
   N=1000000, steps=3913
     Blaze       = 1        (2.00153)
   N=10000000, steps=174
     Blaze       = 1        (1.97064)
