
 Daxpy product:
   Blaze [MFlop/s]:
     100         6103.66
     1000        6287.65
     10000       4093.1
     100000      2558.81
     1000000     3918.97
     10000000    1871.78
   N=100, steps=60735750
     Blaze       = 1        (1.99014)
   N=1000, steps=6314876
     Blaze       = 1        (2.00866)
   N=10000, steps=428803
     Blaze       = 1        (2.09525)
   N=100000, steps=25379
     Blaze       = 1        (1.98366)
   N=1000000, steps=3898
     Blaze       = 1        (1.9893)
   N=10000000, steps=185
     Blaze       = 1        (1.97673)
