
 Daxpy product:
   Blaze [MFlop/s]:
     100         5966.26
     1000        6285.23
     10000       4408.59
     100000      2547.61
     1000000     3885.23
     10000000    1764.1
   N=100, steps=60370745
     Blaze       = 1        (2.02374)
   N=1000, steps=6316001
     Blaze       = 1        (2.00979)
   N=10000, steps=442305
     Blaze       = 1        (2.00656)
   N=100000, steps=25163
     Blaze       = 1        (1.97542)
   N=1000000, steps=3831
     Blaze       = 1        (1.97209)
   N=10000000, steps=185
     Blaze       = 1        (2.09739)
