
 Daxpy product:
   Blaze [MFlop/s]:
     100         5795.84
     1000        6301.58
     10000       4385.17
     100000      2730.47
     1000000     3952.01
     10000000    1801.8
   N=100, steps=58753622
     Blaze       = 1        (2.02744)
   N=1000, steps=6313621
     Blaze       = 1        (2.00382)
   N=10000, steps=426750
     Blaze       = 1        (1.94633)
   N=100000, steps=27339
     Blaze       = 1        (2.00251)
   N=1000000, steps=3900
     Blaze       = 1        (1.97368)
   N=10000000, steps=176
     Blaze       = 1        (1.95361)
