
 Daxpy product:
   Blaze [MFlop/s]:
     100         5565.14
     1000        6241.34
     10000       4364.79
     100000      2621.84
     1000000     3906.58
     10000000    1877.62
   N=100, steps=54590250
     Blaze       = 1        (1.96187)
   N=1000, steps=6312941
     Blaze       = 1        (2.02294)
   N=10000, steps=388522
     Blaze       = 1        (1.78025)
   N=100000, steps=26249
     Blaze       = 1        (2.00233)
   N=1000000, steps=3871
     Blaze       = 1        (1.98178)
   N=10000000, steps=185
     Blaze       = 1        (1.97058)
