
 Daxpy product:
   Blaze [MFlop/s]:
     100         6118.25
     1000        6312.65
     10000       4379.09
     100000      2480.07
     1000000     3937.91
     10000000    1886.08
   N=100, steps=56646292
     Blaze       = 1        (1.85172)
   N=1000, steps=6202280
     Blaze       = 1        (1.96503)
   N=10000, steps=436233
     Blaze       = 1        (1.99234)
   N=100000, steps=24777
     Blaze       = 1        (1.99809)
   N=1000000, steps=3900
     Blaze       = 1        (1.98074)
   N=10000000, steps=181
     Blaze       = 1        (1.91932)
