
 Daxpy product:
   Blaze [MFlop/s]:
     100         6035.4
     1000        6233.49
     10000       4301.48
     100000      2705.02
     1000000     3940.44
     10000000    1771.08
   N=100, steps=55500407
     Blaze       = 1        (1.83916)
   N=1000, steps=6308626
     Blaze       = 1        (2.02411)
   N=10000, steps=393818
     Blaze       = 1        (1.83108)
   N=100000, steps=27008
     Blaze       = 1        (1.99688)
   N=1000000, steps=3925
     Blaze       = 1        (1.99216)
   N=10000000, steps=177
     Blaze       = 1        (1.99878)
