
 Daxpy product:
   Blaze [MFlop/s]:
     100         6030.05
     1000        6301.93
     10000       4428.81
     100000      2696.62
     1000000     3920.72
     10000000    1797.72
   N=100, steps=56929232
     Blaze       = 1        (1.88818)
   N=1000, steps=6285127
     Blaze       = 1        (1.99467)
   N=10000, steps=429516
     Blaze       = 1        (1.93965)
   N=100000, steps=26651
     Blaze       = 1        (1.97662)
   N=1000000, steps=3843
     Blaze       = 1        (1.96035)
   N=10000000, steps=174
     Blaze       = 1        (1.93579)
