
 Daxpy product:
   Blaze [MFlop/s]:
     100         5949.31
     1000        6293.05
     10000       4427.5
     100000      2508.78
     1000000     3672.28
     10000000    1615.85
   N=100, steps=57361132
     Blaze       = 1        (1.92833)
   N=1000, steps=6298643
     Blaze       = 1        (2.00178)
   N=10000, steps=383947
     Blaze       = 1        (1.73438)
   N=100000, steps=24775
     Blaze       = 1        (1.97506)
   N=1000000, steps=3652
     Blaze       = 1        (1.98895)
   N=10000000, steps=165
     Blaze       = 1        (2.04226)
