
 Daxpy product:
   Blaze [MFlop/s]:
     100         5865.98
     1000        6244.32
     10000       3982.1
     100000      2621.82
     1000000     3994.92
     10000000    1870.5
   N=100, steps=60502015
     Blaze       = 1        (2.06281)
   N=1000, steps=6321770
     Blaze       = 1        (2.02481)
   N=10000, steps=422198
     Blaze       = 1        (2.12048)
   N=100000, steps=26054
     Blaze       = 1        (1.98747)
   N=1000000, steps=3944
     Blaze       = 1        (1.97451)
   N=10000000, steps=186
     Blaze       = 1        (1.98877)
