
 Daxpy product:
   Blaze [MFlop/s]:
     100         6062.1
     1000        6304.06
     10000       4044.29
     100000      2565.92
     1000000     3892.81
     10000000    2015.31
   N=100, steps=58989147
     Blaze       = 1        (1.94616)
   N=1000, steps=6309749
     Blaze       = 1        (2.0018)
   N=10000, steps=429418
     Blaze       = 1        (2.12357)
   N=100000, steps=25743
     Blaze       = 1        (2.00653)
   N=1000000, steps=3889
     Blaze       = 1        (1.99804)
   N=10000000, steps=184
     Blaze       = 1        (1.82602)
