
 Daxpy product:
   Blaze [MFlop/s]:
     100         6059.19
     1000        6303.48
     10000       4101.16
     100000      2707.02
     1000000     3937.15
     10000000    1801.71
   N=100, steps=57495407
     Blaze       = 1        (1.89779)
   N=1000, steps=6283641
     Blaze       = 1        (1.99371)
   N=10000, steps=412591
     Blaze       = 1        (2.01207)
   N=100000, steps=26828
     Blaze       = 1        (1.9821)
   N=1000000, steps=3878
     Blaze       = 1        (1.96995)
   N=10000000, steps=188
     Blaze       = 1        (2.08691)
