
 Daxpy product:
   Blaze [MFlop/s]:
     100         6011.92
     1000        6284.21
     10000       4374.24
     100000      2714.56
     1000000     3929.21
     10000000    1864.41
   N=100, steps=57614647
     Blaze       = 1        (1.91668)
   N=1000, steps=6307224
     Blaze       = 1        (2.00732)
   N=10000, steps=428332
     Blaze       = 1        (1.95843)
   N=100000, steps=26919
     Blaze       = 1        (1.9833)
   N=1000000, steps=3890
     Blaze       = 1        (1.98004)
   N=10000000, steps=188
     Blaze       = 1        (2.01673)
