
 Daxpy product:
   Blaze [MFlop/s]:
     100         6091.73
     1000        6314.18
     10000       4376.43
     100000      2590.71
     1000000     3905.01
     10000000    2072.83
   N=100, steps=54466911
     Blaze       = 1        (1.78823)
   N=1000, steps=6309803
     Blaze       = 1        (1.99862)
   N=10000, steps=441368
     Blaze       = 1        (2.01702)
   N=100000, steps=25641
     Blaze       = 1        (1.97946)
   N=1000000, steps=3899
     Blaze       = 1        (1.99692)
   N=10000000, steps=187
     Blaze       = 1        (1.8043)
