
 Daxpy product:
   Blaze [MFlop/s]:
     100         6104.1
     1000        6301.57
     10000       4375.17
     100000      2694.29
     1000000     3912.01
     10000000    1855.71
   N=100, steps=55080233
     Blaze       = 1        (1.80469)
   N=1000, steps=6309427
     Blaze       = 1        (2.00249)
   N=10000, steps=399043
     Blaze       = 1        (1.82413)
   N=100000, steps=26789
     Blaze       = 1        (1.98858)
   N=1000000, steps=3889
     Blaze       = 1        (1.98824)
   N=10000000, steps=171
     Blaze       = 1        (1.84296)
