
 Daxpy product:
   Blaze [MFlop/s]:
     100         5872.56
     1000        6297.16
     10000       4245.42
     100000      2692.29
     1000000     3894.31
     10000000    1759.23
   N=100, steps=55219106
     Blaze       = 1        (1.88058)
   N=1000, steps=6264662
     Blaze       = 1        (1.98968)
   N=10000, steps=396343
     Blaze       = 1        (1.86716)
   N=100000, steps=27012
     Blaze       = 1        (2.00662)
   N=1000000, steps=3890
     Blaze       = 1        (1.99778)
   N=10000000, steps=176
     Blaze       = 1        (2.00087)
