
 Daxpy product:
   Blaze [MFlop/s]:
     100         5935.61
     1000        6285.66
     10000       4343.21
     100000      2648.87
     1000000     3888.68
     10000000    1761.93
   N=100, steps=57309417
     Blaze       = 1        (1.93104)
   N=1000, steps=6291727
     Blaze       = 1        (2.00193)
   N=10000, steps=420210
     Blaze       = 1        (1.93502)
   N=100000, steps=26102
     Blaze       = 1        (1.9708)
   N=1000000, steps=3874
     Blaze       = 1        (1.99245)
   N=10000000, steps=186
     Blaze       = 1        (2.11133)
