
 Daxpy product:
   Blaze [MFlop/s]:
     100         6076.59
     1000        6315.1
     10000       4137.34
     100000      2588.97
     1000000     3936.11
     10000000    1784.65
   N=100, steps=59161139
     Blaze       = 1        (1.94718)
   N=1000, steps=6332803
     Blaze       = 1        (2.00561)
   N=10000, steps=439778
     Blaze       = 1        (2.1259)
   N=100000, steps=25531
     Blaze       = 1        (1.97229)
   N=1000000, steps=3907
     Blaze       = 1        (1.98521)
   N=10000000, steps=175
     Blaze       = 1        (1.96117)
