
 Daxpy product:
   Blaze [MFlop/s]:
     100         5924.02
     1000        6291.32
     10000       4380.1
     100000      2446
     1000000     3898.76
     10000000    1810.19
   N=100, steps=60321943
     Blaze       = 1        (2.03652)
   N=1000, steps=6264082
     Blaze       = 1        (1.99134)
   N=10000, steps=397861
     Blaze       = 1        (1.81667)
   N=100000, steps=24234
     Blaze       = 1        (1.98152)
   N=1000000, steps=3876
     Blaze       = 1        (1.98832)
   N=10000000, steps=176
     Blaze       = 1        (1.94455)
