
 Daxpy product:
   Blaze [MFlop/s]:
     100         5571.28
     1000        6306.18
     10000       4392.61
     100000      2352.45
     1000000     3881.67
     10000000    1836.69
   N=100, steps=59318882
     Blaze       = 1        (2.12945)
   N=1000, steps=6299739
     Blaze       = 1        (1.99796)
   N=10000, steps=441834
     Blaze       = 1        (2.01172)
   N=100000, steps=23301
     Blaze       = 1        (1.98099)
   N=1000000, steps=3871
     Blaze       = 1        (1.9945)
   N=10000000, steps=183
     Blaze       = 1        (1.99272)
