
 Daxpy product:
   Blaze [MFlop/s]:
     100         6026.71
     1000        6242.14
     10000       4401.07
     100000      2652.03
     1000000     3888.09
     10000000    1868.21
   N=100, steps=54975924
     Blaze       = 1        (1.82441)
   N=1000, steps=6293411
     Blaze       = 1        (2.01643)
   N=10000, steps=404574
     Blaze       = 1        (1.83852)
   N=100000, steps=26461
     Blaze       = 1        (1.99553)
   N=1000000, steps=3895
     Blaze       = 1        (2.00355)
   N=10000000, steps=176
     Blaze       = 1        (1.88415)
