
 Daxpy product:
   Blaze [MFlop/s]:
     100         6008.03
     1000        6268.88
     10000       4177.5
     100000      2600.57
     1000000     3943.38
     10000000    1872.23
   N=100, steps=60939776
     Blaze       = 1        (2.02861)
   N=1000, steps=6314704
     Blaze       = 1        (2.01462)
   N=10000, steps=443059
     Blaze       = 1        (2.12117)
   N=100000, steps=25749
     Blaze       = 1        (1.98026)
   N=1000000, steps=3946
     Blaze       = 1        (2.00133)
   N=10000000, steps=183
     Blaze       = 1        (1.95489)
