
 Daxpy product:
   Blaze [MFlop/s]:
     100         5494.07
     1000        6298.67
     10000       4375.98
     100000      2624.39
     1000000     3958.93
     10000000    1801.44
   N=100, steps=59179548
     Blaze       = 1        (2.1543)
   N=1000, steps=6266250
     Blaze       = 1        (1.98971)
   N=10000, steps=441579
     Blaze       = 1        (2.0182)
   N=100000, steps=26021
     Blaze       = 1        (1.98301)
   N=1000000, steps=3913
     Blaze       = 1        (1.97679)
   N=10000000, steps=182
     Blaze       = 1        (2.0206)
