
 Daxpy product:
   Blaze [MFlop/s]:
     100         5567.74
     1000        6267.28
     10000       4330
     100000      2711.53
     1000000     3913.55
     10000000    1746.8
   N=100, steps=55172824
     Blaze       = 1        (1.98187)
   N=1000, steps=6294915
     Blaze       = 1        (2.00882)
   N=10000, steps=435676
     Blaze       = 1        (2.01236)
   N=100000, steps=27041
     Blaze       = 1        (1.99452)
   N=1000000, steps=3880
     Blaze       = 1        (1.98286)
   N=10000000, steps=188
     Blaze       = 1        (2.15251)
