
 Daxpy product:
   Blaze [MFlop/s]:
     100         6029.08
     1000        6224.28
     10000       4378.28
     100000      2701.05
     1000000     3925.82
     10000000    1884.08
   N=100, steps=57560120
     Blaze       = 1        (1.90942)
   N=1000, steps=6303378
     Blaze       = 1        (2.02542)
   N=10000, steps=431691
     Blaze       = 1        (1.97197)
   N=100000, steps=26835
     Blaze       = 1        (1.987)
   N=1000000, steps=3908
     Blaze       = 1        (1.99092)
   N=10000000, steps=188
     Blaze       = 1        (1.99567)
