
 Daxpy product:
   Blaze [MFlop/s]:
     100         6056.36
     1000        6313.45
     10000       4384.99
     100000      2718.62
     1000000     3944.11
     10000000    1870.95
   N=100, steps=52093778
     Blaze       = 1        (1.7203)
   N=1000, steps=6300650
     Blaze       = 1        (1.99595)
   N=10000, steps=386266
     Blaze       = 1        (1.76177)
   N=100000, steps=27132
     Blaze       = 1        (1.99602)
   N=1000000, steps=3907
     Blaze       = 1        (1.98118)
   N=10000000, steps=178
     Blaze       = 1        (1.90278)
