
 Daxpy product:
   Blaze [MFlop/s]:
     100         6009.8
     1000        6268.32
     10000       4357.27
     100000      2546.81
     1000000     3672.57
     10000000    1758.86
   N=100, steps=57432855
     Blaze       = 1        (1.91131)
   N=1000, steps=6321689
     Blaze       = 1        (2.01703)
   N=10000, steps=409294
     Blaze       = 1        (1.87867)
   N=100000, steps=25267
     Blaze       = 1        (1.98421)
   N=1000000, steps=3652
     Blaze       = 1        (1.9888)
   N=10000000, steps=171
     Blaze       = 1        (1.94444)
