
 Daxpy product:
   Blaze [MFlop/s]:
     100         6045.99
     1000        6263.15
     10000       4396.14
     100000      2617.81
     1000000     3953.65
     10000000    1809.44
   N=100, steps=58569653
     Blaze       = 1        (1.93747)
   N=1000, steps=6353387
     Blaze       = 1        (2.02882)
   N=10000, steps=438994
     Blaze       = 1        (1.99718)
   N=100000, steps=25775
     Blaze       = 1        (1.9692)
   N=1000000, steps=3926
     Blaze       = 1        (1.98602)
   N=10000000, steps=173
     Blaze       = 1        (1.9122)
