
 Daxpy product:
   Blaze [MFlop/s]:
     100         6057.8
     1000        6274.86
     10000       4370
     100000      2499.59
     1000000     3944.19
     10000000    1879.65
   N=100, steps=60084039
     Blaze       = 1        (1.98369)
   N=1000, steps=6327355
     Blaze       = 1        (2.01673)
   N=10000, steps=440465
     Blaze       = 1        (2.01586)
   N=100000, steps=24744
     Blaze       = 1        (1.97984)
   N=1000000, steps=3950
     Blaze       = 1        (2.00295)
   N=10000000, steps=179
     Blaze       = 1        (1.90461)
