
 Daxpy product:
   Blaze [MFlop/s]:
     100         6094.97
     1000        6298.14
     10000       4224.97
     100000      2602.77
     1000000     3911.25
     10000000    1795.67
   N=100, steps=58913734
     Blaze       = 1        (1.93319)
   N=1000, steps=6309291
     Blaze       = 1        (2.00354)
   N=10000, steps=412874
     Blaze       = 1        (1.95445)
   N=100000, steps=25991
     Blaze       = 1        (1.99718)
   N=1000000, steps=3944
     Blaze       = 1        (2.01675)
   N=10000000, steps=182
     Blaze       = 1        (2.02709)
