
 Daxpy product:
   Blaze [MFlop/s]:
     100         5938.69
     1000        6267.45
     10000       4002.61
     100000      2624.33
     1000000     3961.25
     10000000    1797.26
   N=100, steps=60075677
     Blaze       = 1        (2.0232)
   N=1000, steps=6308929
     Blaze       = 1        (2.01324)
   N=10000, steps=411867
     Blaze       = 1        (2.05799)
   N=100000, steps=25636
     Blaze       = 1        (1.95372)
   N=1000000, steps=3933
     Blaze       = 1        (1.98574)
   N=10000000, steps=189
     Blaze       = 1        (2.1032)
