
 Daxpy product:
   Blaze [MFlop/s]:
     100         5693.96
     1000        6247.51
     10000       4381.3
     100000      2539.12
     1000000     3697.12
     10000000    1760.49
   N=100, steps=57893790
     Blaze       = 1        (2.03352)
   N=1000, steps=6305836
     Blaze       = 1        (2.01867)
   N=10000, steps=403703
     Blaze       = 1        (1.84285)
   N=100000, steps=25470
     Blaze       = 1        (2.0062)
   N=1000000, steps=3679
     Blaze       = 1        (1.9902)
   N=10000000, steps=173
     Blaze       = 1        (1.96536)
