
 Daxpy product:
   Blaze [MFlop/s]:
     100         6091.62
     1000        6308.61
     10000       4201.4
     100000      2572.51
     1000000     3915.58
     10000000    1874.7
   N=100, steps=59549040
     Blaze       = 1        (1.95511)
   N=1000, steps=6293406
     Blaze       = 1        (1.99518)
   N=10000, steps=437430
     Blaze       = 1        (2.0823)
   N=100000, steps=25604
     Blaze       = 1        (1.99059)
   N=1000000, steps=3969
     Blaze       = 1        (2.02728)
   N=10000000, steps=177
     Blaze       = 1        (1.88831)
