
 Daxpy product:
   Blaze [MFlop/s]:
     100         5931.51
     1000        6246.03
     10000       4284.94
     100000      2579.37
     1000000     3906.56
     10000000    1854
   N=100, steps=60368621
     Blaze       = 1        (2.03552)
   N=1000, steps=6311931
     Blaze       = 1        (2.0211)
   N=10000, steps=433619
     Blaze       = 1        (2.02392)
   N=100000, steps=25733
     Blaze       = 1        (1.99529)
   N=1000000, steps=3835
     Blaze       = 1        (1.96336)
   N=10000000, steps=184
     Blaze       = 1        (1.9849)
