
 Daxpy product:
   Blaze [MFlop/s]:
     100         6115.24
     1000        6321.69
     10000       4409.13
     100000      2515.16
     1000000     3868.49
     10000000    1832.05
   N=100, steps=58337459
     Blaze       = 1        (1.90794)
   N=1000, steps=6382272
     Blaze       = 1        (2.01916)
   N=10000, steps=440892
     Blaze       = 1        (1.9999)
   N=100000, steps=24914
     Blaze       = 1        (1.98111)
   N=1000000, steps=3859
     Blaze       = 1        (1.9951)
   N=10000000, steps=172
     Blaze       = 1        (1.87768)
