
 Daxpy product:
   Blaze [MFlop/s]:
     100         6009.65
     1000        6203.48
     10000       3802.83
     100000      2714.65
     1000000     3964.11
     10000000    1778.13
   N=100, steps=53558906
     Blaze       = 1        (1.78243)
   N=1000, steps=6326326
     Blaze       = 1        (2.0396)
   N=10000, steps=400564
     Blaze       = 1        (2.10666)
   N=100000, steps=26935
     Blaze       = 1        (1.98442)
   N=1000000, steps=3891
     Blaze       = 1        (1.96311)
   N=10000000, steps=178
     Blaze       = 1        (2.00211)
