
 Daxpy product:
   Blaze [MFlop/s]:
     100         6048.91
     1000        6284.63
     10000       4330.13
     100000      2654.26
     1000000     3900.43
     10000000    1793.66
   N=100, steps=54806708
     Blaze       = 1        (1.81212)
   N=1000, steps=6268148
     Blaze       = 1        (1.99476)
   N=10000, steps=399867
     Blaze       = 1        (1.8469)
   N=100000, steps=26628
     Blaze       = 1        (2.00643)
   N=1000000, steps=3905
     Blaze       = 1        (2.00234)
   N=10000000, steps=190
     Blaze       = 1        (2.11858)
