
 Daxpy product:
   Blaze [MFlop/s]:
     100         6097.99
     1000        6301.87
     10000       4344.51
     100000      2406.88
     1000000     3886.75
     10000000    1884.25
   N=100, steps=60909024
     Blaze       = 1        (1.99767)
   N=1000, steps=6233346
     Blaze       = 1        (1.97825)
   N=10000, steps=395554
     Blaze       = 1        (1.82094)
   N=100000, steps=23984
     Blaze       = 1        (1.99296)
   N=1000000, steps=3915
     Blaze       = 1        (2.01454)
   N=10000000, steps=182
     Blaze       = 1        (1.93181)
