
 Daxpy product:
   Blaze [MFlop/s]:
     100         6010.57
     1000        6239.79
     10000       4385.57
     100000      2604.15
     1000000     3927.67
     10000000    1859.37
   N=100, steps=59851719
     Blaze       = 1        (1.99155)
   N=1000, steps=6305840
     Blaze       = 1        (2.02117)
   N=10000, steps=423312
     Blaze       = 1        (1.93048)
   N=100000, steps=25908
     Blaze       = 1        (1.98975)
   N=1000000, steps=3990
     Blaze       = 1        (2.03174)
   N=10000000, steps=188
     Blaze       = 1        (2.02219)
