
 Daxpy product:
   Blaze [MFlop/s]:
     1           383.501
     2           771.711
     3           1154.62
     4           1543.4
     5           1435.59
     6           1893.03
     7           2220.58
     8           2524.33
     9           2365.73
     10          2640.1
     11          2873.79
     12          3154.59
     13          1979.88
     14          3427.94
     15          3435.56
     16          3804.03
     17          3738.5
     18          3109.3
     19          4186.24
     20          4407.05
     22          4336.49
     24          4737.33
     26          4738.89
     28          5116.28
     30          5021.82
     33          4105.73
     36          5540.64
     39          5340.88
     42          5328.1
     46          5373.48
     50          5469.5
     55          5826.75
     60          5743.47
     66          6300.41
     72          6606.27
     79          6698.68
     86          6845.79
     94          7078.62
     103         7290.74
     113         7409.55
     124         7739.89
     136         7784.41
     149         7822.37
     163         8002.27
     179         7983.33
     196         8290.47
     215         8387.61
     236         8344.34
     259         8567.68
     284         8673.79
     312         8579.79
     343         8804.08
     377         8854.72
     414         8868.72
     455         9001.41
     500         9081.17
     550         8527.26
     605         8961.84
     665         8737.27
     731         8872.35
     804         8844.46
     884         8968.05
     972         9025.81
     1069        9249.2
     1175        9345.73
     1292        9130.41
     1421        9388.04
     1563        9182.66
     1719        8534.88
     1890        8451.41
     2079        6825.36
     2286        4807.31
     2514        4103.81
     2765        4020.98
     3041        4114.72
     3345        4083.42
     3679        4044.92
     4046        4077.98
     4450        4014.93
     4895        4055.02
     5384        4088.5
     5922        4063.83
     6514        4051.41
     7165        3588.83
     7881        4069.94
     8669        4021.05
     9535        4050.89
     10488       4068.28
     11536       3972.24
     12689       3920.3
     13957       3779.77
     15352       3012.74
     16887       3304.54
     18575       3588.27
     20432       3521.97
     22475       3364.08
     24722       3248.96
     27194       3052.56
     29913       2905.03
     32904       2861.79
     36194       2861.19
     39813       1773.16
     43794       1897.72
     48173       2026.04
     52990       2167.97
     58289       2311.9
     64117       2465.98
     70528       2595.43
     77580       2785.27
     85338       2938.67
     93871       3108.92
     103258      3269.04
     113583      3413.46
     124941      3494.75
     137435      3696.97
     151178      3890.24
     166295      4022.03
     182924      4189.08
     201216      4178.39
     221337      4466.2
     243470      4630.26
     267817      4719.79
     294598      4877.99
     324057      4994.54
     356462      5184.15
     392108      5251.51
     431318      5427.37
     474449      5543.17
     521893      5654.18
     574082      5745.75
     631490      5832.4
     694639      5929.63
     764102      5937.17
     840512      6016.97
     924563      6020.72
     1017019     5852.03
     1118720     5457.86
     1230592     5091.89
     1353651     4632.36
     1489016     3825.75
     1637917     3417
     1801708     3045.17
     1981878     2756.54
     2180065     2685.61
     2398071     2564.32
     2637878     2464.63
     2901665     2409.07
     3191831     2339.48
     3511014     2343.98
     3862115     2302.16
     4248326     2308.07
     4673158     2298.24
     5140474     2281.45
     5654521     2281.91
     6219973     2282.91
     6841970     2277.11
     7526167     2265.74
     8278784     2268.93
     9106663     2273.48
     10000000    2274.34
   N=1, steps=385567899
     Blaze       = 1        (2.01078)
   N=2, steps=385967069
     Blaze       = 1        (2.00058)
   N=3, steps=385918384
     Blaze       = 1        (2.00543)
   N=4, steps=385835066
     Blaze       = 1        (1.99992)
   N=5, steps=286698041
     Blaze       = 1        (1.99707)
