run # 1

hxp::seq: 1.23287e+07 microsec. 

hpx::par: 1.24523e+07 microsec. 

hpx::par_unseq: 1.24787e+07 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.2348e+07 microsec. 

std::par: 1.24581e+07 microsec. 

std::par_unseq: 1.24754e+07 microsec. 

run # 2

hxp::seq: 1.22934e+07 microsec. 

hpx::par: 1.24428e+07 microsec. 

hpx::par_unseq: 1.24452e+07 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.23372e+07 microsec. 

std::par: 1.24445e+07 microsec. 

std::par_unseq: 1.24842e+07 microsec. 

run # 3

hxp::seq: 1.23199e+07 microsec. 

hpx::par: 1.2459e+07 microsec. 

hpx::par_unseq: 1.24657e+07 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.232e+07 microsec. 

std::par: 1.24514e+07 microsec. 

std::par_unseq: 1.24277e+07 microsec. 

run # 4

hxp::seq: 1.22562e+07 microsec. 

hpx::par: 1.24111e+07 microsec. 

hpx::par_unseq: 1.24374e+07 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.22952e+07 microsec. 

std::par: 1.23936e+07 microsec. 

std::par_unseq: 1.2411e+07 microsec. 

run # 5

hxp::seq: 1.2224e+07 microsec. 

hpx::par: 1.24175e+07 microsec. 

hpx::par_unseq: 1.23996e+07 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.22825e+07 microsec. 

std::par: 1.24068e+07 microsec. 

std::par_unseq: 1.24319e+07 microsec. 

run # 6

hxp::seq: 1.22651e+07 microsec. 

hpx::par: 1.23741e+07 microsec. 

hpx::par_unseq: 1.24298e+07 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.22735e+07 microsec. 

std::par: 1.23728e+07 microsec. 

std::par_unseq: 1.24427e+07 microsec. 

