run # 1

hxp::seq: 1.22968e+07 microsec. 

hpx::par: 5.20954e+06 microsec. 

hpx::par_unseq: 5.21125e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.23317e+07 microsec. 

std::par: 5.21302e+06 microsec. 

std::par_unseq: 5.21197e+06 microsec. 

run # 2

hxp::seq: 1.23591e+07 microsec. 

hpx::par: 5.21225e+06 microsec. 

hpx::par_unseq: 5.22109e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.23429e+07 microsec. 

std::par: 5.18838e+06 microsec. 

std::par_unseq: 5.22982e+06 microsec. 

run # 3

hxp::seq: 1.22962e+07 microsec. 

hpx::par: 5.20847e+06 microsec. 

hpx::par_unseq: 5.2165e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.22986e+07 microsec. 

std::par: 5.19898e+06 microsec. 

std::par_unseq: 5.19419e+06 microsec. 

run # 4

hxp::seq: 1.23315e+07 microsec. 

hpx::par: 5.22587e+06 microsec. 

hpx::par_unseq: 5.204e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.22944e+07 microsec. 

std::par: 5.19703e+06 microsec. 

std::par_unseq: 5.21326e+06 microsec. 

run # 5

hxp::seq: 1.23084e+07 microsec. 

hpx::par: 5.21151e+06 microsec. 

hpx::par_unseq: 5.22321e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.22992e+07 microsec. 

std::par: 5.19652e+06 microsec. 

std::par_unseq: 5.21844e+06 microsec. 

run # 6

hxp::seq: 1.22882e+07 microsec. 

hpx::par: 5.21416e+06 microsec. 

hpx::par_unseq: 5.21153e+06 microsec. 

////////////////////////////////////////////////////////
std::seq: 1.23318e+07 microsec. 

std::par: 5.20613e+06 microsec. 

std::par_unseq: 5.20608e+06 microsec. 

